name,fc0,fc1,fc2,fc3,fc4,fc5,fc6,fc7,fc8,fc9,fc10,fc11,fc12,fc13,fc14,fc15,affinity
5ect,555.6177,-67.434494,177.86815,-150.01347,120.56213,281.6513,-197.81474,252.31137,-244.58615,149.8296,0.0,0.0,0.0,4.6391573,0.0,0.0,5.28
5edb,367.44272,-53.406704,175.96158,-138.98044,200.83775,336.663,-205.85403,278.54376,-247.37791,172.21071,0.0,0.0,0.0,4.331356,0.0,0.0,7.0
5edc,270.53317,-49.130447,230.73077,-150.78223,327.6571,423.16,-258.32056,400.30246,-273.85287,226.23169,0.0,0.0,0.0,4.836806,0.0,0.0,7.66
5edd,570.8102,-71.93192,201.61244,-152.35233,134.95746,257.77487,-193.43814,265.98422,-218.98978,153.94841,0.0,0.0,0.0,4.5920415,0.0,0.0,5.24
5edl,238.70305,-59.68548,190.11821,-132.4534,268.17673,405.62344,-217.5463,361.33475,-246.73215,211.2594,0.0,0.0,0.0,4.472576,0.0,0.0,8.35
5eei,305.3101,-66.40793,-0.325599,-119.62667,52.2165,219.01337,-151.43602,171.43187,-193.89543,79.0872,0.0,0.0,0.0,6.226898,0.0,0.0,9.22
5ef7,232.84795,-70.57343,112.80695,-142.35713,197.09312,367.9799,-198.68407,292.87363,-232.53262,178.15323,0.0,0.0,0.0,5.07566,0.0,0.0,9.0
5efa,590.5064,-69.200676,206.94902,-163.57701,156.23169,248.18658,-195.4138,274.1743,-248.36142,147.49016,0.0,0.0,0.0,4.03507,0.0,0.0,4.83
5efc,643.22986,-74.239265,211.73695,-171.43135,104.86304,212.7893,-190.98148,255.00299,-247.26038,161.44296,0.0,0.0,0.0,3.9750803,0.0,0.0,4.85
5eh5,462.41336,-47.972836,191.77986,-140.83342,131.1749,313.07138,-186.58263,224.0365,-232.32382,177.39172,0.0,0.0,0.0,5.614396,0.0,0.0,5.87
5eh7,602.68024,-78.18622,371.73712,-157.989,265.8057,426.50314,-230.69116,372.01477,-288.91162,303.00824,0.0,0.0,0.0,4.2066374,0.0,0.0,3.48
5eh8,743.7217,-94.64316,290.16003,-184.8749,87.42712,227.59982,-209.6991,237.55396,-253.5842,198.83911,0.0,0.0,0.0,3.3909445,0.0,0.0,3.1
5ehv,652.984,-85.6328,328.99335,-177.58482,179.63426,360.74963,-209.02815,297.99417,-274.96857,233.06458,0.0,0.0,0.0,3.9736235,0.0,0.0,3.08
5ehw,698.51556,-81.98243,301.68964,-171.40671,118.537964,283.01093,-188.08725,237.12624,-261.7748,210.76572,0.0,0.0,0.0,4.1612887,0.0,0.0,3.0
5ei3,578.4754,-94.441956,342.3388,-163.27081,235.87602,359.97214,-220.88089,341.54364,-282.30353,287.07028,0.0,0.0,0.0,5.356781,0.0,0.0,4.25
5eij,392.70352,-66.062386,278.6648,-142.11082,244.29832,471.24036,-222.61748,322.358,-267.58176,252.03937,0.0,0.0,0.0,5.986577,0.0,0.0,5.31
5eis,520.57245,-55.835445,209.78453,-156.29918,164.74481,271.29855,-198.2431,276.66034,-244.99844,179.17941,0.0,0.0,0.0,4.9073186,0.0,0.0,5.74
5el9,449.2935,-62.358864,58.410915,-141.73265,78.67188,232.0913,-176.89093,226.95494,-204.92882,95.02047,0.0,0.0,0.0,4.2811594,0.0,0.0,7.64
5elw,441.38654,-70.00199,23.432413,-142.88908,61.73006,214.87805,-162.46968,196.64705,-201.74316,71.80312,0.0,0.0,0.0,4.302456,0.0,0.0,7.85
5en3,496.85104,-65.61567,143.27112,-148.52835,105.48123,263.07156,-177.94632,220.69846,-218.77435,131.056,0.0,0.0,0.0,4.5702424,0.0,0.0,6.21
5ep7,634.6109,-69.27644,168.4786,-175.31905,108.58008,211.43306,-195.09605,251.74272,-223.56003,159.12804,0.0,0.0,0.0,3.928122,0.0,0.0,5.4
5epl,380.60428,-41.234875,192.84991,-126.001305,190.98627,319.8976,-196.79756,275.04492,-242.07887,196.75061,0.0,0.0,0.0,6.3530393,0.0,0.0,7.03
5eq1,670.2107,-72.97639,223.1887,-168.23256,59.505714,194.40805,-181.9096,221.0437,-216.85138,164.16333,0.0,0.0,0.0,3.603196,0.0,0.0,4.68
5eqe,633.3015,-71.05721,278.76395,-167.6073,134.7762,272.14682,-194.45581,252.57265,-250.8534,193.92508,0.0,0.0,0.0,4.1978946,0.0,0.0,3.88
5eqp,492.41324,-63.124584,314.8288,-153.05171,192.48917,389.9312,-227.62134,341.711,-285.78824,277.6169,0.0,0.0,0.0,4.5083637,0.0,0.0,5.4
5eqy,206.58786,-60.11769,308.02682,-166.86708,392.69775,523.88165,-317.66498,500.042,-310.88416,308.9431,0.0,0.0,0.0,5.3426466,0.0,0.0,8.0
5er1,412.76035,-62.598766,292.22498,-166.96806,329.70648,411.7636,-263.22147,417.09872,-293.51797,260.55255,0.0,0.0,0.0,5.352483,0.0,0.0,6.02
5er2,268.80994,-68.87173,453.66638,-202.43571,618.1557,609.7765,-415.1439,727.6344,-366.18237,368.32156,0.0,0.0,0.0,7.01202,0.0,0.0,6.57
5er4,828.40796,-114.39149,321.19928,-199.803,114.167625,172.95486,-198.24728,255.58556,-260.771,215.4751,0.0,0.0,0.0,3.6393845,0.0,0.0,2.76
5etb,694.45386,-74.540985,225.84496,-168.71645,48.808437,172.52084,-179.97415,216.64236,-221.08443,155.95125,0.0,0.0,0.0,3.7344513,0.0,0.0,4.54
5etj,161.72018,-64.994865,63.07119,-136.64645,209.74507,374.79407,-211.11894,319.7178,-242.80673,170.42801,0.0,0.0,0.0,6.930571,0.0,0.0,10.18
5ev8,609.88715,-67.84344,161.05101,-168.02899,99.7232,189.95488,-170.64658,222.23848,-199.1344,109.32983,0.0,0.0,0.0,3.8616385,0.0,0.0,5.22
5evb,694.1515,-80.87861,162.98544,-185.30934,38.31718,135.40749,-189.11447,193.66478,-214.14989,122.42783,0.0,0.0,0.0,3.8976166,0.0,0.0,5.0
5evd,679.3066,-82.40351,170.89807,-187.01598,54.175793,149.42165,-188.14258,198.35912,-217.74648,132.43901,0.0,0.0,0.0,4.0445676,0.0,0.0,5.0
5evk,632.42206,-75.82297,213.08443,-172.44823,133.68936,192.97833,-198.66132,261.5581,-240.59111,140.32993,0.0,0.0,0.0,3.6708431,0.0,0.0,4.92
5evz,397.10364,-65.93606,229.2911,-153.63733,238.12305,363.32877,-226.0555,345.17828,-267.6705,206.8344,0.0,0.0,0.0,4.6405673,0.0,0.0,6.57
5ew0,477.29837,-53.15376,116.90155,-134.35182,69.1228,211.61478,-165.60052,179.27686,-196.6438,109.491356,0.0,0.0,0.0,3.6684895,0.0,0.0,6.59
5ewk,557.2632,-72.347946,278.79645,-163.27718,244.50105,365.47116,-217.4014,364.8039,-279.586,235.3338,0.0,0.0,0.0,3.9408462,0.0,0.0,4.85
5ewy,624.07,-87.92989,290.36066,-172.85928,211.32076,352.4672,-219.32367,353.47354,-288.39313,248.22487,0.0,0.0,0.0,4.208911,0.0,0.0,4.3
5exl,131.84395,-49.225044,292.06598,-173.46443,443.93344,545.7605,-327.6535,518.2303,-300.2002,291.8564,0.0,0.0,0.0,5.246948,0.0,0.0,8.43
5exm,112.032684,-46.818035,313.05646,-165.64314,461.00848,552.2104,-331.89008,524.98376,-300.98294,287.16922,0.0,0.0,0.0,5.251023,0.0,0.0,8.2
5exn,127.04398,-75.36829,426.3202,-194.41078,640.5735,653.9163,-427.39426,703.4596,-338.8875,377.19128,0.0,0.0,0.0,5.9603553,0.0,0.0,7.64
5exw,354.86133,-66.526886,271.6211,-167.61684,308.08392,413.14645,-248.58363,410.3389,-279.27557,248.68953,0.0,0.0,0.0,5.32203,0.0,0.0,6.82
5ey0,711.8901,-86.39038,369.2338,-167.96983,216.85034,301.3525,-198.3312,336.21017,-279.44302,228.55655,0.0,0.0,0.0,4.084754,0.0,0.0,2.65
5ey4,787.47144,-96.1377,287.90744,-182.40114,99.332825,177.79549,-213.7346,264.85196,-248.64906,156.41512,0.0,0.0,0.0,4.2285004,0.0,0.0,3.12
5f08,431.9499,-80.456085,307.19626,-174.6968,360.36072,418.3229,-249.56656,428.05554,-287.70404,262.346,0.0,0.0,0.0,4.928778,0.0,0.0,5.52
5f1h,424.52933,-50.956596,67.071434,-138.01588,66.15348,179.75577,-182.20786,190.43843,-203.15923,93.198204,0.0,0.0,0.0,5.05437,0.0,0.0,7.85
5f1v,534.69965,-61.493233,89.19118,-135.34781,-5.566176,123.65813,-158.26418,163.19052,-204.79225,69.066124,0.0,0.0,0.0,3.797435,0.0,0.0,6.85
5f1x,406.87653,-69.72554,307.2211,-168.45576,296.69125,410.5311,-245.47769,402.25607,-285.18903,267.1302,0.0,0.0,0.0,4.663729,0.0,0.0,6.11
5f2p,734.8006,-77.43734,199.53413,-175.26225,28.301538,110.686104,-177.55324,197.28009,-208.16801,116.636604,0.0,0.0,0.0,3.8300853,0.0,0.0,4.43
5f2u,149.13594,-64.94546,326.93375,-180.17732,546.73553,582.20526,-357.79825,618.23987,-306.23303,333.54132,0.0,0.0,0.0,5.756483,0.0,0.0,8.43
5f61,391.48605,-59.18938,99.81073,-139.28848,142.09732,272.23035,-177.3418,225.79759,-208.09442,131.67903,0.0,0.0,0.0,6.695329,0.0,0.0,7.46
5f62,304.50797,-45.768597,131.2735,-128.33438,184.61986,294.94406,-192.70349,272.45944,-221.79791,143.92316,0.0,0.0,0.0,6.996935,0.0,0.0,8.17
5f63,334.80872,-51.270058,133.34814,-138.53943,180.49995,300.52094,-188.3787,275.0886,-228.41052,156.37016,0.0,0.0,0.0,6.9397936,0.0,0.0,7.92
5f74,579.79156,-85.83125,228.64766,-161.60039,148.76682,263.54666,-186.96533,285.45898,-253.41864,178.785,0.0,0.0,0.0,3.178482,0.0,0.0,5.12
5f8y,773.0312,-86.05077,183.35483,-170.70016,-15.924629,38.78619,-185.6535,169.02235,-203.38663,91.75332,0.0,0.0,0.0,3.001823,0.0,0.0,4.24
5f9b,523.2324,-83.59303,446.6801,-174.53603,391.96448,528.40466,-314.7414,529.8393,-337.45926,378.19016,0.0,0.0,0.0,6.875604,0.0,0.0,4.26
5fbi,774.6684,-97.86216,322.34003,-172.29327,60.089417,133.12871,-174.8154,207.30423,-238.01018,161.86629,0.0,0.0,0.0,3.8490348,0.0,0.0,2.8
5fck,252.45195,-53.48103,154.68857,-134.122,203.7711,371.32416,-194.47491,282.63745,-226.04282,185.90324,0.0,0.0,0.0,6.1036587,0.0,0.0,8.22
5fcz,653.0824,-73.21229,211.55043,-165.89693,92.08265,228.29874,-176.69829,215.5515,-224.31085,147.50343,0.0,0.0,0.0,4.0196724,0.0,0.0,4.2
5fdc,306.80533,-60.169247,144.50679,-139.57025,191.26538,395.81052,-185.4258,267.85327,-242.3415,184.51488,0.0,0.0,0.0,5.7228093,0.0,0.0,7.46
5fdi,288.10632,-60.241966,138.03021,-128.43501,190.29836,397.1993,-193.16641,277.81485,-242.40875,184.21944,0.0,0.0,0.0,6.2680798,0.0,0.0,7.73
5fe6,754.08685,-88.444176,368.20728,-178.78452,144.02562,247.36728,-191.47925,264.64444,-264.63718,213.34242,0.0,0.0,0.0,3.430597,0.0,0.0,2.16
5fe7,730.4166,-84.02254,307.91818,-174.26204,84.35359,215.4964,-201.30133,244.60777,-247.95016,193.2346,0.0,0.0,0.0,3.9637702,0.0,0.0,3.31
5fe9,666.1266,-67.99618,206.82503,-161.79742,79.50001,205.73546,-175.89136,221.10248,-221.47905,154.66539,0.0,0.0,0.0,4.507396,0.0,0.0,4.68
5fh7,437.97803,-53.049847,131.0927,-137.02194,122.879875,278.88962,-178.45103,229.22598,-213.37567,137.91595,0.0,0.0,0.0,4.6949973,0.0,0.0,6.86
5fh8,401.473,-62.140717,146.65417,-144.3829,184.48827,314.51334,-181.78606,253.07942,-233.48238,166.00208,0.0,0.0,0.0,4.693498,0.0,0.0,6.77
5fhm,431.37036,-82.33745,404.07526,-187.84409,435.0559,509.82483,-302.44775,531.9012,-325.05237,338.99374,0.0,0.0,0.0,5.848238,0.0,0.0,5.09
5fhn,421.6979,-60.720943,253.85742,-151.20438,262.23425,417.07022,-215.98428,349.9306,-261.92407,242.21104,0.0,0.0,0.0,5.962268,0.0,0.0,5.9
5fho,312.61276,-59.3055,273.3116,-151.73213,328.77548,470.16345,-253.97472,406.72952,-281.71158,255.78568,0.0,0.0,0.0,6.0943556,0.0,0.0,6.67
5fl4,235.27254,-65.67823,303.71088,-172.00038,429.58173,532.5714,-302.02066,466.5436,-290.53815,295.8269,0.0,0.0,0.0,6.656902,0.0,0.0,7.0
5fl5,317.75424,-52.399788,155.6031,-143.28978,227.70668,322.39325,-225.58826,340.30157,-244.30989,169.56145,0.0,0.0,0.0,6.321929,0.0,0.0,8.19
5flq,659.51105,-82.89158,327.45197,-168.60542,157.7044,345.03864,-202.87561,264.27942,-261.45468,239.2115,0.0,0.0,0.0,3.8278487,0.0,0.0,2.97
5fnf,697.6975,-97.49221,330.60846,-168.90512,131.524,245.99771,-208.54817,256.1518,-266.23666,205.84326,0.0,0.0,0.0,4.7118883,0.0,0.0,3.15
5fng,628.3432,-84.71463,427.786,-162.48845,290.60394,426.6115,-242.40378,396.6796,-314.8885,329.79105,0.0,0.0,0.0,3.688457,0.0,0.0,2.96
5fnr,589.1713,-90.159515,310.52948,-166.96844,217.00438,323.8107,-189.29591,314.36783,-257.43964,239.78998,0.0,0.0,0.0,4.2478065,0.0,0.0,4.23
5fns,372.72855,-81.89114,375.63034,-151.5273,350.20377,464.64822,-245.11781,415.14795,-296.91928,298.67764,0.0,0.0,0.0,5.544128,0.0,0.0,5.4
5fnt,255.40207,-82.00762,416.08392,-154.63339,462.5292,546.0367,-289.9442,506.5141,-314.36972,338.4747,0.0,0.0,0.0,6.1977086,0.0,0.0,6.17
5fnu,66.273186,-77.24027,274.63452,-156.07698,469.33408,560.89703,-274.67725,514.6224,-289.02542,272.59836,0.0,0.0,0.0,6.353672,0.0,0.0,8.89
5fog,620.52,-82.89748,312.19687,-161.50179,196.86423,358.86218,-195.78523,322.24997,-260.31808,227.74748,0.0,0.0,0.0,4.275515,0.0,0.0,3.67
5fot,685.811,-102.70235,381.76773,-179.88326,221.72815,304.00342,-207.48788,346.7816,-282.4214,272.48007,0.0,0.0,0.0,4.774737,0.0,0.0,3.17
5fou,610.9286,-97.23019,362.5602,-170.1322,250.25835,337.2214,-223.52722,366.52884,-286.19962,281.27063,0.0,0.0,0.0,4.642696,0.0,0.0,3.95
5fov,650.4256,-92.22651,390.0774,-160.57521,209.79517,338.34167,-212.94446,325.7136,-288.7334,246.60751,0.0,0.0,0.0,4.32409,0.0,0.0,2.8
5fox,714.29034,-88.33159,342.6679,-170.50493,168.21306,280.9068,-200.97064,316.71548,-275.84097,228.83475,0.0,0.0,0.0,4.5946503,0.0,0.0,3.17
5fpk,670.9079,-103.59931,352.8875,-170.89342,194.19069,287.4532,-206.9496,335.74857,-281.03876,254.41368,0.0,0.0,0.0,4.427346,0.0,0.0,3.55
5fs5,579.92615,-60.006912,84.44299,-147.40443,-5.199374,100.45838,-159.8501,160.93018,-196.40715,66.76209,0.0,0.0,0.0,4.0032525,0.0,0.0,6.69
5fsc,864.40326,-90.50885,348.32663,-183.20268,26.204725,71.880844,-200.48065,195.71475,-248.27843,172.07513,0.0,0.0,0.0,3.0464034,0.0,0.0,2.36
5fso,524.1769,-58.904827,134.00304,-157.19069,91.76029,207.80858,-193.37021,207.71335,-213.68,113.65832,0.0,0.0,0.0,3.0619383,0.0,0.0,6.09
5fsx,816.2973,-100.584885,307.65173,-192.74069,113.84837,143.821,-194.63245,264.82278,-242.43427,168.40414,0.0,0.0,0.0,3.7753196,0.0,0.0,2.72
5fsy,510.00906,-62.659462,203.91132,-150.19789,186.11255,294.738,-202.91359,304.8231,-253.79279,184.71938,0.0,0.0,0.0,4.647029,0.0,0.0,5.89
5ftg,391.29263,-82.35648,290.119,-138.32329,254.45229,421.71088,-206.81892,346.99088,-275.68628,281.2779,0.0,0.0,0.0,5.706341,0.0,0.0,6.15
5fto,123.783066,-55.430202,294.11145,-167.5215,493.40146,564.6738,-327.50558,540.0829,-288.64606,282.9198,0.0,0.0,0.0,6.5098896,0.0,0.0,8.21
5fut,284.22333,-81.90592,423.95917,-146.98683,394.60834,583.2516,-317.34055,511.44388,-339.0938,391.7411,0.0,0.0,0.0,6.348536,0.0,0.0,6.45
5fyx,570.20795,-100.889,332.25427,-188.24495,314.64185,381.5001,-234.8487,389.3763,-292.28696,261.0561,0.0,0.0,0.0,4.728368,0.0,0.0,4.16
5g17,396.13333,-57.223804,204.91072,-143.10394,225.28358,332.50137,-210.68872,306.04288,-237.24463,186.96469,0.0,0.0,0.0,6.230717,0.0,0.0,6.7
5g1a,284.7502,-74.34718,309.00983,-177.37894,408.71146,512.5121,-296.76346,465.96915,-303.61835,281.84705,0.0,0.0,0.0,6.393248,0.0,0.0,6.57
5g1z,487.62625,-70.67183,244.94641,-155.51279,239.08571,364.0425,-214.52855,329.62027,-251.00412,210.7702,0.0,0.0,0.0,4.881261,0.0,0.0,5.32
5g2b,149.52496,-85.361626,489.1984,-204.08733,735.99243,713.13574,-464.6235,783.5417,-390.8076,410.62283,0.0,0.0,0.0,5.7992773,0.0,0.0,7.0
5g45,724.6961,-87.55288,304.39343,-180.12538,147.38533,216.34198,-184.56194,264.6496,-245.62354,187.60614,0.0,0.0,0.0,3.8805294,0.0,0.0,3.3
5g46,860.3072,-92.69669,313.75458,-184.49596,15.77351,58.083595,-188.97379,188.09908,-228.44131,142.4623,0.0,0.0,0.0,3.1821752,0.0,0.0,2.6
5g4m,706.5669,-83.96447,276.08682,-170.03064,68.16363,183.70805,-185.58475,230.43689,-230.47385,161.5923,0.0,0.0,0.0,3.7370088,0.0,0.0,3.86
5g4o,672.63715,-73.79727,239.9525,-171.30824,97.23151,214.86234,-201.0023,255.3813,-238.38683,164.02553,0.0,0.0,0.0,4.2170587,0.0,0.0,4.43
5g57,43.935116,-71.87165,427.73618,-185.79025,693.0432,691.8563,-436.84235,738.139,-363.79782,391.55292,0.0,0.0,0.0,5.922397,0.0,0.0,8.4
5g5v,271.73465,-78.91417,412.7139,-171.83116,464.55225,588.09125,-358.47662,574.0525,-348.9082,393.4053,0.0,0.0,0.0,5.3835464,0.0,0.0,6.7
5g5z,543.1212,-74.8768,335.4896,-179.09271,326.04468,356.13724,-292.59296,504.43796,-309.8023,277.76425,0.0,0.0,0.0,4.0042086,0.0,0.0,5.66
5g61,397.14297,-69.3702,406.85046,-177.73009,468.81305,514.20575,-388.92285,637.59125,-370.24933,365.54663,0.0,0.0,0.0,4.1153903,0.0,0.0,6.4
5gj9,659.52405,-78.86495,167.91994,-173.64784,95.92327,205.85022,-204.68883,243.1177,-240.14851,139.44635,0.0,0.0,0.0,3.032767,0.0,0.0,4.99
5gja,557.3918,-68.7013,179.391,-159.52332,98.43419,249.08661,-188.76617,221.30923,-241.748,163.00943,0.0,0.0,0.0,3.3757203,0.0,0.0,5.55
5gmh,401.97736,-59.42588,219.66937,-148.77223,237.74632,390.2439,-211.26335,323.24084,-248.5868,222.62085,0.0,0.0,0.0,5.197959,0.0,0.0,6.31
5gmn,469.33377,-82.4675,351.67065,-176.14232,360.18036,483.68973,-241.48145,442.6228,-284.00824,296.70425,0.0,0.0,0.0,6.345853,0.0,0.0,4.73
5gs9,671.9398,-74.50929,146.78561,-171.454,18.11286,141.93835,-184.25446,190.38924,-209.73373,112.38622,0.0,0.0,0.0,5.2323995,0.0,0.0,5.26
5gsa,382.13385,-56.832058,116.51785,-139.78809,146.46553,315.95645,-177.25287,237.3021,-211.84634,133.26083,0.0,0.0,0.0,5.436493,0.0,0.0,7.09
5h1t,749.65656,-90.790535,276.93103,-176.41194,47.4545,123.134705,-195.94662,219.55214,-245.3824,164.93575,0.0,0.0,0.0,3.4834037,0.0,0.0,3.8
5h1u,783.839,-81.86008,267.17963,-172.74721,41.84089,142.6502,-187.88048,224.52455,-239.5304,154.07529,0.0,0.0,0.0,3.0302231,0.0,0.0,3.51
5h1v,627.3187,-69.705086,299.35767,-166.62398,179.67291,287.1767,-193.24426,307.6141,-249.61087,200.09668,0.0,0.0,0.0,3.921031,0.0,0.0,4.0
5h8e,110.162895,-53.8058,61.892735,-147.54729,256.39148,351.77106,-250.68,364.7911,-245.7294,184.94348,0.0,0.0,0.0,8.032633,0.0,0.0,11.2
5h8g,101.6101,-57.445744,118.427185,-148.30125,306.86298,440.18213,-247.1312,399.75708,-250.2937,206.93483,0.0,0.0,0.0,8.207584,0.0,0.0,10.32
5h9r,444.02765,-70.22074,309.1991,-167.22934,281.35925,386.8932,-255.65063,422.9766,-300.8114,263.51093,0.0,0.0,0.0,4.3066645,0.0,0.0,6.08
5ha1,315.88104,-64.15345,215.15155,-151.33054,332.8994,428.40427,-244.72299,386.20358,-253.69302,228.53186,0.0,0.0,0.0,5.8290715,0.0,0.0,7.19
5hbn,693.2921,-79.80123,193.29063,-170.57195,23.293762,102.065544,-191.15276,192.02156,-215.56166,116.27076,0.0,0.0,0.0,3.207737,0.0,0.0,4.89
5hct,387.92105,-55.13447,152.7163,-139.80579,137.01843,275.3747,-191.65071,264.52344,-232.03552,157.53738,0.0,0.0,0.0,4.399108,0.0,0.0,7.6
5hcv,126.034904,-70.81413,234.02434,-169.05824,497.77277,568.1522,-312.21213,534.78906,-286.94705,272.49475,0.0,0.0,0.0,6.3454056,0.0,0.0,8.7
5hcy,178.52979,-60.50423,187.54897,-156.46152,383.26074,448.8374,-266.9369,442.02124,-255.70834,227.4744,0.0,0.0,0.0,7.8916297,0.0,0.0,8.92
5his,674.55,-74.363945,205.36528,-170.33852,45.84392,153.90985,-184.91,184.92923,-220.46617,139.56136,0.0,0.0,0.0,3.420319,0.0,0.0,4.71
5hjq,750.3397,-76.39088,214.87929,-161.40181,-20.168661,42.286953,-187.07422,177.30098,-224.84325,122.93347,0.0,0.0,0.0,3.05602,0.0,0.0,4.72
5hrv,607.2116,-77.13354,170.13387,-173.16379,81.01367,189.18057,-183.42195,205.1578,-213.47841,127.39438,0.0,0.0,0.0,4.096386,0.0,0.0,5.29
5hrw,518.3698,-55.54812,193.00677,-152.49294,125.22335,261.56357,-186.99277,232.41481,-230.45975,146.6687,0.0,0.0,0.0,4.133862,0.0,0.0,5.48
5hrx,552.48175,-60.89691,204.93932,-161.27031,124.50716,252.3629,-188.36832,240.32233,-228.40929,155.85884,0.0,0.0,0.0,4.299274,0.0,0.0,5.29
5htl,405.85187,-79.649536,300.05832,-166.4378,378.06094,425.01364,-276.4967,464.0887,-302.24988,276.35654,0.0,0.0,0.0,4.5285015,0.0,0.0,6.3
5htz,196.83232,-49.790276,215.45909,-170.12271,394.19864,396.108,-290.97687,441.56424,-268.6505,211.51886,0.0,0.0,0.0,6.323854,0.0,0.0,8.62
5hu9,158.76717,-56.495136,427.82407,-171.15912,553.0236,658.87823,-386.5831,659.6754,-348.21365,409.52136,0.0,0.0,0.0,7.5056543,0.0,0.0,7.62
5hva,436.22455,-62.69725,118.325195,-143.99387,97.35836,276.19815,-177.7153,209.91194,-212.1798,156.20682,0.0,0.0,0.0,4.3812823,0.0,0.0,7.07
5hwu,534.1574,-61.65767,230.79639,-143.59787,199.19131,311.79132,-204.72014,300.51782,-245.32886,199.62212,0.0,0.0,0.0,4.202236,0.0,0.0,5.27
5hz8,366.0243,-63.162956,350.64868,-168.69037,369.884,470.87463,-303.07275,486.11465,-301.7251,306.61987,0.0,0.0,0.0,5.0348597,0.0,0.0,6.4
5hz9,320.14835,-80.14736,207.26735,-171.6155,338.2181,450.60083,-234.90204,400.5612,-269.19125,220.67197,0.0,0.0,0.0,4.100835,0.0,0.0,7.03
5i1q,296.02798,-65.20687,126.83743,-137.07547,225.25577,328.33228,-180.84769,297.18332,-231.17737,136.2954,0.0,0.0,0.0,4.8692193,0.0,0.0,7.92
5i29,418.5687,-70.87526,76.85799,-145.9702,113.10625,233.41325,-170.5662,239.51213,-208.9025,100.28117,0.0,0.0,0.0,4.382211,0.0,0.0,7.82
5i2e,425.58112,-59.156986,178.88112,-132.40443,179.12878,307.5199,-186.64151,277.27505,-222.13554,172.93436,0.0,0.0,0.0,6.1603956,0.0,0.0,6.64
5i2f,491.90387,-57.286938,137.57918,-143.22287,95.37258,238.86032,-178.14389,216.04425,-200.28528,133.44325,0.0,0.0,0.0,4.8393526,0.0,0.0,6.49
5i3a,630.952,-74.65702,188.86795,-174.82817,107.7596,187.52934,-176.42326,231.75381,-220.48566,149.45709,0.0,0.0,0.0,3.7757673,0.0,0.0,5.05
5i3v,338.94504,-51.024433,153.0334,-137.60042,197.42249,324.50757,-199.71704,297.22098,-234.97556,170.06956,0.0,0.0,0.0,5.5803423,0.0,0.0,7.8
5i3w,151.26147,-56.240566,278.42664,-169.85448,451.75955,482.64658,-340.96762,550.26276,-309.97552,289.6101,0.0,0.0,0.0,5.938447,0.0,0.0,9.22
5i3x,195.17531,-56.210888,278.80106,-161.68077,405.9898,488.47922,-293.2001,479.66724,-279.97693,268.86664,0.0,0.0,0.0,6.9383006,0.0,0.0,8.1
5i3y,39.09868,-86.6294,249.43947,-181.29666,621.60876,570.92395,-358.8531,611.9352,-302.02353,276.61737,0.0,0.0,0.0,6.470795,0.0,0.0,9.4
5i7x,413.0679,-71.3463,95.28174,-148.24739,106.25781,249.51918,-170.71176,222.5113,-212.68802,100.41926,0.0,0.0,0.0,4.315214,0.0,0.0,7.28
5i7y,353.65738,-62.758663,142.13882,-155.61333,198.45377,301.3476,-183.07938,269.04498,-230.50404,138.38884,0.0,0.0,0.0,5.04596,0.0,0.0,7.28
5i80,407.85013,-59.413784,131.0425,-138.34793,116.40847,265.71893,-179.64651,219.08836,-216.51126,143.51443,0.0,0.0,0.0,4.6221304,0.0,0.0,7.21
5i88,429.0154,-53.426098,157.51744,-144.30865,137.88908,281.3925,-189.25853,230.39194,-201.39386,142.45811,0.0,0.0,0.0,5.0931883,0.0,0.0,6.6
5i9x,184.27098,-56.895855,337.87823,-155.33551,426.97894,495.36743,-303.2915,490.7761,-292.53262,262.13593,0.0,0.0,0.0,6.872772,0.0,0.0,7.52
5i9y,153.93698,-49.416595,246.01323,-157.99788,383.66876,420.14325,-281.73648,442.5114,-268.0187,198.62927,0.0,0.0,0.0,6.3325095,0.0,0.0,8.55
5i9z,184.50674,-64.55764,261.3423,-170.21378,420.87015,512.4789,-289.79187,496.2922,-272.38916,244.90956,0.0,0.0,0.0,5.755034,0.0,0.0,8.05
5ia0,324.7268,-67.59083,313.53467,-170.89655,412.91907,432.91733,-268.41867,460.38458,-287.9573,277.63037,0.0,0.0,0.0,5.9636164,0.0,0.0,6.73
5ia1,313.15375,-70.846504,304.17535,-164.92035,353.93317,482.44275,-243.07985,428.27426,-257.23663,250.29268,0.0,0.0,0.0,5.8195972,0.0,0.0,6.28
5ia2,217.94086,-65.545784,243.06062,-155.05954,353.9865,477.91147,-242.5682,411.18106,-258.5801,237.6999,0.0,0.0,0.0,5.7231402,0.0,0.0,7.72
5ia3,300.26877,-47.41437,237.62439,-141.79349,253.80414,369.67404,-218.58003,337.1027,-236.47295,206.79465,0.0,0.0,0.0,5.9800982,0.0,0.0,7.34
5ia4,173.64671,-64.961685,409.79416,-176.03418,631.97516,622.4694,-399.4792,680.91144,-339.00916,333.8164,0.0,0.0,0.0,6.8951755,0.0,0.0,7.28
5ia5,149.03476,-66.88889,431.42526,-179.89124,661.7135,577.28015,-418.21692,706.2704,-355.45013,324.58414,0.0,0.0,0.0,6.950958,0.0,0.0,7.6
5igm,414.99478,-59.808502,85.00566,-140.00768,121.22716,244.55539,-160.40242,206.57309,-208.38066,105.74927,0.0,0.0,0.0,5.2211485,0.0,0.0,7.38
