name,set,-logKd/Ki,receptor_path
3kr8,refined,8.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3kr8/3kr8_pocket.mol2
3nx7,refined,8.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3nx7/3nx7_pocket.mol2
4poj,refined,8.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4poj/4poj_pocket.mol2
4r74,refined,8.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4r74/4r74_pocket.mol2
5i3x,refined,8.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5i3x/5i3x_pocket.mol2
5m7u,refined,8.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5m7u/5m7u_pocket.mol2
6ftf,refined,8.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ftf/6ftf_pocket.mol2
6gwr,refined,8.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6gwr/6gwr_pocket.mol2
6ma5,refined,8.1,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ma5/6ma5_pocket.mol2
1ndz,refined,8.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1ndz/1ndz_pocket.mol2
1nvr,refined,8.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1nvr/1nvr_pocket.mol2
2pq9,refined,8.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2pq9/2pq9_pocket.mol2
3fv2,refined,8.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3fv2/3fv2_pocket.mol2
4cp7,refined,8.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4cp7/4cp7_pocket.mol2
4v01,refined,8.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4v01/4v01_pocket.mol2
4z1j,refined,8.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4z1j/4z1j_pocket.mol2
6h38,refined,8.11,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6h38/6h38_pocket.mol2
1o5r,refined,8.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1o5r/1o5r_pocket.mol2
2yi0,refined,8.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2yi0/2yi0_pocket.mol2
6dil,refined,8.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6dil/6dil_pocket.mol2
6dj2,refined,8.12,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6dj2/6dj2_pocket.mol2
2yk1,refined,8.13,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2yk1/2yk1_pocket.mol2
4pop,refined,8.13,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4pop/4pop_pocket.mol2
1g35,refined,8.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1g35/1g35_pocket.mol2
1yqj,refined,8.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1yqj/1yqj_pocket.mol2
3b4f,refined,8.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3b4f/3b4f_pocket.mol2
3ljz,refined,8.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ljz/3ljz_pocket.mol2
3ryx,refined,8.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ryx/3ryx_pocket.mol2
4buq,refined,8.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4buq/4buq_pocket.mol2
4isi,refined,8.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4isi/4isi_pocket.mol2
6dj5,refined,8.14,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6dj5/6dj5_pocket.mol2
1fkh,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1fkh/1fkh_pocket.mol2
1w5v,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1w5v/1w5v_pocket.mol2
2d1n,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2d1n/2d1n_pocket.mol2
2fxu,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2fxu/2fxu_pocket.mol2
2jf4,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2jf4/2jf4_pocket.mol2
2q1q,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2q1q/2q1q_pocket.mol2
3bu1,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3bu1/3bu1_pocket.mol2
3d8w,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3d8w/3d8w_pocket.mol2
3i4b,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3i4b/3i4b_pocket.mol2
3nxq,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3nxq/3nxq_pocket.mol2
4eo8,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4eo8/4eo8_pocket.mol2
4loo,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4loo/4loo_pocket.mol2
4ly9,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ly9/4ly9_pocket.mol2
5jxq,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5jxq/5jxq_pocket.mol2
5tkj,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5tkj/5tkj_pocket.mol2
5vo1,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5vo1/5vo1_pocket.mol2
6qgh,refined,8.15,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6qgh/6qgh_pocket.mol2
4elg,refined,8.16,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4elg/4elg_pocket.mol2
3rz8,refined,8.17,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3rz8/3rz8_pocket.mol2
4q09,refined,8.17,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4q09/4q09_pocket.mol2
4z0q,refined,8.17,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4z0q/4z0q_pocket.mol2
5f62,refined,8.17,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5f62/5f62_pocket.mol2
2f80,refined,8.18,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2f80/2f80_pocket.mol2
3l3n,refined,8.18,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3l3n/3l3n_pocket.mol2
2r59,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2r59/2r59_pocket.mol2
3hit,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3hit/3hit_pocket.mol2
3roc,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3roc/3roc_pocket.mol2
4mc2,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4mc2/4mc2_pocket.mol2
5aa9,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5aa9/5aa9_pocket.mol2
5acy,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5acy/5acy_pocket.mol2
5fl5,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5fl5/5fl5_pocket.mol2
5m25,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5m25/5m25_pocket.mol2
5n1z,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5n1z/5n1z_pocket.mol2
5zkc,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5zkc/5zkc_pocket.mol2
6ayq,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ayq/6ayq_pocket.mol2
6nv9,refined,8.19,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6nv9/6nv9_pocket.mol2
2jds,refined,8.2,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2jds/2jds_pocket.mol2
4gg7,refined,8.2,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4gg7/4gg7_pocket.mol2
5exm,refined,8.2,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5exm/5exm_pocket.mol2
5zo8,refined,8.2,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5zo8/5zo8_pocket.mol2
4x5p,refined,8.21,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4x5p/4x5p_pocket.mol2
5fto,refined,8.21,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5fto/5fto_pocket.mol2
5wmg,refined,8.21,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5wmg/5wmg_pocket.mol2
1efy,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1efy/1efy_pocket.mol2
1h1s,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1h1s/1h1s_pocket.mol2
1w11,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1w11/1w11_pocket.mol2
2vvv,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2vvv/2vvv_pocket.mol2
2zcs,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2zcs/2zcs_pocket.mol2
3d1y,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3d1y/3d1y_pocket.mol2
3l3m,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3l3m/3l3m_pocket.mol2
3le9,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3le9/3le9_pocket.mol2
3v5t,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3v5t/3v5t_pocket.mol2
3zbx,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3zbx/3zbx_pocket.mol2
4h3g,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4h3g/4h3g_pocket.mol2
4hym,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4hym/4hym_pocket.mol2
4lko,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4lko/4lko_pocket.mol2
5amg,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5amg/5amg_pocket.mol2
5fck,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5fck/5fck_pocket.mol2
5k8s,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5k8s/5k8s_pocket.mol2
6det,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6det/6det_pocket.mol2
6fni,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6fni/6fni_pocket.mol2
6r8o,refined,8.22,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6r8o/6r8o_pocket.mol2
3e5a,refined,8.23,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3e5a/3e5a_pocket.mol2
3f16,refined,8.23,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3f16/3f16_pocket.mol2
4kfq,refined,8.23,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4kfq/4kfq_pocket.mol2
1ydb,refined,8.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1ydb/1ydb_pocket.mol2
3hll,refined,8.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3hll/3hll_pocket.mol2
4rfc,refined,8.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4rfc/4rfc_pocket.mol2
4x6m,refined,8.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4x6m/4x6m_pocket.mol2
4z1e,refined,8.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4z1e/4z1e_pocket.mol2
6b5q,refined,8.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6b5q/6b5q_pocket.mol2
6g34,refined,8.24,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6g34/6g34_pocket.mol2
1c1u,refined,8.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1c1u/1c1u_pocket.mol2
1g4o,refined,8.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1g4o/1g4o_pocket.mol2
1nvq,refined,8.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1nvq/1nvq_pocket.mol2
2pbw,refined,8.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2pbw/2pbw_pocket.mol2
3ug2,refined,8.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ug2/3ug2_pocket.mol2
6cpw,refined,8.25,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6cpw/6cpw_pocket.mol2
2e2r,refined,8.26,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2e2r/2e2r_pocket.mol2
5j86,refined,8.26,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5j86/5j86_pocket.mol2
6gzm,refined,8.26,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6gzm/6gzm_pocket.mol2
1wuq,refined,8.27,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1wuq/1wuq_pocket.mol2
2cbj,refined,8.27,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2cbj/2cbj_pocket.mol2
3hek,refined,8.27,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3hek/3hek_pocket.mol2
4cps,refined,8.27,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4cps/4cps_pocket.mol2
4djy,refined,8.27,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4djy/4djy_pocket.mol2
3tt4,refined,8.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3tt4/3tt4_pocket.mol2
4oc2,refined,8.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4oc2/4oc2_pocket.mol2
4oc3,refined,8.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4oc3/4oc3_pocket.mol2
5qqp,refined,8.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5qqp/5qqp_pocket.mol2
5tkk,refined,8.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5tkk/5tkk_pocket.mol2
6mqc,refined,8.28,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6mqc/6mqc_pocket.mol2
1a28,refined,8.29,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1a28/1a28_pocket.mol2
4bj8,refined,8.29,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4bj8/4bj8_pocket.mol2
6ayo,refined,8.29,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ayo/6ayo_pocket.mol2
6o95,refined,8.29,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6o95/6o95_pocket.mol2
1b6l,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1b6l/1b6l_pocket.mol2
1qbq,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1qbq/1qbq_pocket.mol2
1tom,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1tom/1tom_pocket.mol2
2cen,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2cen/2cen_pocket.mol2
2pvk,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2pvk/2pvk_pocket.mol2
2rd6,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2rd6/2rd6_pocket.mol2
2v7a,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2v7a/2v7a_pocket.mol2
2v95,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2v95/2v95_pocket.mol2
3fqe,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3fqe/3fqe_pocket.mol2
3gjw,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3gjw/3gjw_pocket.mol2
3hku,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3hku/3hku_pocket.mol2
3hvi,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3hvi/3hvi_pocket.mol2
3jy0,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3jy0/3jy0_pocket.mol2
3zps,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3zps/3zps_pocket.mol2
4afg,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4afg/4afg_pocket.mol2
4cwr,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4cwr/4cwr_pocket.mol2
4o0b,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4o0b/4o0b_pocket.mol2
5j8z,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5j8z/5j8z_pocket.mol2
5khm,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5khm/5khm_pocket.mol2
6ma3,refined,8.3,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ma3/6ma3_pocket.mol2
3dc3,refined,8.31,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3dc3/3dc3_pocket.mol2
5nxo,refined,8.31,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5nxo/5nxo_pocket.mol2
6qav,refined,8.31,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6qav/6qav_pocket.mol2
2gj5,refined,8.32,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2gj5/2gj5_pocket.mol2
2yi7,refined,8.32,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2yi7/2yi7_pocket.mol2
4gih,refined,8.32,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4gih/4gih_pocket.mol2
4jwk,refined,8.32,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4jwk/4jwk_pocket.mol2
4pee,refined,8.32,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4pee/4pee_pocket.mol2
5c2a,refined,8.32,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5c2a/5c2a_pocket.mol2
5czm,refined,8.32,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5czm/5czm_pocket.mol2
1hwr,refined,8.33,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1hwr/1hwr_pocket.mol2
4z1k,refined,8.33,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4z1k/4z1k_pocket.mol2
1bzy,refined,8.34,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1bzy/1bzy_pocket.mol2
2qci,refined,8.34,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2qci/2qci_pocket.mol2
2xye,refined,8.34,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2xye/2xye_pocket.mol2
3npc,refined,8.34,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3npc/3npc_pocket.mol2
5ime,refined,8.34,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ime/5ime_pocket.mol2
6g39,refined,8.34,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6g39/6g39_pocket.mol2
1h23,refined,8.35,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1h23/1h23_pocket.mol2
2uwd,refined,8.35,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2uwd/2uwd_pocket.mol2
3nu5,refined,8.35,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3nu5/3nu5_pocket.mol2
4bf6,refined,8.35,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4bf6/4bf6_pocket.mol2
4yml,refined,8.35,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4yml/4yml_pocket.mol2
5edl,refined,8.35,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5edl/5edl_pocket.mol2
1d4j,refined,8.36,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1d4j/1d4j_pocket.mol2
3d83,refined,8.36,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3d83/3d83_pocket.mol2
3kek,refined,8.36,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3kek/3kek_pocket.mol2
3r7o,refined,8.36,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3r7o/3r7o_pocket.mol2
4e6q,refined,8.36,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4e6q/4e6q_pocket.mol2
2nmz,refined,8.37,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2nmz/2nmz_pocket.mol2
3t1a,refined,8.37,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3t1a/3t1a_pocket.mol2
4bao,refined,8.37,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4bao/4bao_pocket.mol2
4v24,refined,8.37,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4v24/4v24_pocket.mol2
6n7a,refined,8.37,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6n7a/6n7a_pocket.mol2
1k21,refined,8.38,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1k21/1k21_pocket.mol2
1mu6,refined,8.38,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1mu6/1mu6_pocket.mol2
3qkd,refined,8.38,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3qkd/3qkd_pocket.mol2
3zpu,refined,8.38,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3zpu/3zpu_pocket.mol2
4a6b,refined,8.38,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4a6b/4a6b_pocket.mol2
5d21,refined,8.38,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5d21/5d21_pocket.mol2
6g3a,refined,8.38,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6g3a/6g3a_pocket.mol2
1lzq,refined,8.39,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1lzq/1lzq_pocket.mol2
6ayr,refined,8.39,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ayr/6ayr_pocket.mol2
1aaq,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1aaq/1aaq_pocket.mol2
1fd0,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1fd0/1fd0_pocket.mol2
1fq5,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1fq5/1fq5_pocket.mol2
1fzk,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1fzk/1fzk_pocket.mol2
1k22,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1k22/1k22_pocket.mol2
1mtr,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1mtr/1mtr_pocket.mol2
1w5x,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1w5x/1w5x_pocket.mol2
1z1h,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1z1h/1z1h_pocket.mol2
1zpa,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1zpa/1zpa_pocket.mol2
2al5,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2al5/2al5_pocket.mol2
2baj,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2baj/2baj_pocket.mol2
2j95,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2j95/2j95_pocket.mol2
2ovy,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2ovy/2ovy_pocket.mol2
2qbp,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2qbp/2qbp_pocket.mol2
2uwl,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2uwl/2uwl_pocket.mol2
2vsl,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2vsl/2vsl_pocket.mol2
2y82,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2y82/2y82_pocket.mol2
2zda,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2zda/2zda_pocket.mol2
3b68,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3b68/3b68_pocket.mol2
3d0e,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3d0e/3d0e_pocket.mol2
3el9,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3el9/3el9_pocket.mol2
3qxv,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3qxv/3qxv_pocket.mol2
3str,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3str/3str_pocket.mol2
3sww,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3sww/3sww_pocket.mol2
3zxz,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3zxz/3zxz_pocket.mol2
4aoi,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4aoi/4aoi_pocket.mol2
4bck,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4bck/4bck_pocket.mol2
4nh7,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4nh7/4nh7_pocket.mol2
4ual,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ual/4ual_pocket.mol2
5g57,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5g57/5g57_pocket.mol2
5org,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5org/5org_pocket.mol2
6g2s,refined,8.4,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6g2s/6g2s_pocket.mol2
