name,partition,set,error
1g54,docking,pdbbind,1g54 does not contain any pose data
1g54,crystal,pdbbind,no ligand for 1g54 (pdbbind set)
1m0b,docking,pdbbind,1m0b does not contain any pose data
1m0b,crystal,pdbbind,no ligand for 1m0b (pdbbind set)
2zcq,docking,pdbbind,2zcq does not contain any pose data
2zcq,crystal,pdbbind,no ligand for 2zcq (pdbbind set)
2zxg,docking,pdbbind,2zxg does not contain any pose data
2zxg,crystal,pdbbind,no ligand for 2zxg (pdbbind set)
3fvk,docking,pdbbind,3fvk does not contain any pose data
3fvk,crystal,pdbbind,no ligand for 3fvk (pdbbind set)
3nu4,docking,pdbbind,3nu4 does not contain any pose data
3nu4,crystal,pdbbind,no ligand for 3nu4 (pdbbind set)
4i5c,docking,pdbbind,4i5c does not contain any pose data
4i5c,crystal,pdbbind,no ligand for 4i5c (pdbbind set)
4ks1,docking,pdbbind,4ks1 does not contain any pose data
4ks1,crystal,pdbbind,no ligand for 4ks1 (pdbbind set)
4x6n,docking,pdbbind,4x6n does not contain any pose data
4x6n,crystal,pdbbind,no ligand for 4x6n (pdbbind set)
5k0m,docking,pdbbind,5k0m does not contain any pose data
5k0m,crystal,pdbbind,no ligand for 5k0m (pdbbind set)
5kby,docking,pdbbind,5kby does not contain any pose data
5kby,crystal,pdbbind,no ligand for 5kby (pdbbind set)
1lhu,docking,pdbbind,1lhu does not contain any pose data
1lhu,crystal,pdbbind,no ligand for 1lhu (pdbbind set)
3mxd,docking,pdbbind,3mxd does not contain any pose data
3mxd,crystal,pdbbind,no ligand for 3mxd (pdbbind set)
1d4i,docking,pdbbind,1d4i does not contain any pose data
1d4i,crystal,pdbbind,no ligand for 1d4i (pdbbind set)
2avo,docking,pdbbind,2avo does not contain any pose data
2avo,crystal,pdbbind,no ligand for 2avo (pdbbind set)
3b67,docking,pdbbind,3b67 does not contain any pose data
3b67,crystal,pdbbind,no ligand for 3b67 (pdbbind set)
3e93,docking,pdbbind,3e93 does not contain any pose data
3e93,crystal,pdbbind,no ligand for 3e93 (pdbbind set)
4gj3,docking,pdbbind,4gj3 does not contain any pose data
4gj3,crystal,pdbbind,no ligand for 4gj3 (pdbbind set)
5cas,docking,pdbbind,5cas does not contain any pose data
5cas,crystal,pdbbind,no ligand for 5cas (pdbbind set)
5mlj,docking,pdbbind,5mlj does not contain any pose data
5mlj,crystal,pdbbind,no ligand for 5mlj (pdbbind set)
5uoo,docking,pdbbind,5uoo does not contain any pose data
5uoo,crystal,pdbbind,no ligand for 5uoo (pdbbind set)
6ayt,docking,pdbbind,6ayt does not contain any pose data
6ayt,crystal,pdbbind,no ligand for 6ayt (pdbbind set)
6dz2,docking,pdbbind,6dz2 does not contain any pose data
6dz2,crystal,pdbbind,no ligand for 6dz2 (pdbbind set)
2xej,docking,pdbbind,2xej does not contain any pose data
2xej,crystal,pdbbind,no ligand for 2xej (pdbbind set)
5lwm,docking,pdbbind,5lwm does not contain any pose data
5lwm,crystal,pdbbind,no ligand for 5lwm (pdbbind set)
1n3i,docking,pdbbind,1n3i does not contain any pose data
1n3i,crystal,pdbbind,no ligand for 1n3i (pdbbind set)
1nfy,docking,pdbbind,1nfy does not contain any pose data
1nfy,crystal,pdbbind,no ligand for 1nfy (pdbbind set)
1nt1,docking,pdbbind,1nt1 does not contain any pose data
1nt1,crystal,pdbbind,no ligand for 1nt1 (pdbbind set)
2idw,docking,pdbbind,2idw does not contain any pose data
2idw,crystal,pdbbind,no ligand for 2idw (pdbbind set)
2y7x,docking,pdbbind,2y7x does not contain any pose data
2y7x,crystal,pdbbind,no ligand for 2y7x (pdbbind set)
3ekp,docking,pdbbind,3ekp does not contain any pose data
3ekp,crystal,pdbbind,no ligand for 3ekp (pdbbind set)
3vhc,docking,pdbbind,3vhc does not contain any pose data
3vhc,crystal,pdbbind,no ligand for 3vhc (pdbbind set)
3zze,docking,pdbbind,3zze does not contain any pose data
3zze,crystal,pdbbind,no ligand for 3zze (pdbbind set)
4cst,docking,pdbbind,4cst does not contain any pose data
4cst,crystal,pdbbind,no ligand for 4cst (pdbbind set)
5fnu,docking,pdbbind,5fnu does not contain any pose data
5fnu,crystal,pdbbind,no ligand for 5fnu (pdbbind set)
5ipj,docking,pdbbind,5ipj does not contain any pose data
5ipj,crystal,pdbbind,no ligand for 5ipj (pdbbind set)
6dz3,docking,pdbbind,6dz3 does not contain any pose data
6dz3,crystal,pdbbind,no ligand for 6dz3 (pdbbind set)
6e22,docking,pdbbind,6e22 does not contain any pose data
6e22,crystal,pdbbind,no ligand for 6e22 (pdbbind set)
3egt,docking,pdbbind,3egt does not contain any pose data
3egt,crystal,pdbbind,no ligand for 3egt (pdbbind set)
5m23,docking,pdbbind,5m23 does not contain any pose data
5m23,crystal,pdbbind,no ligand for 5m23 (pdbbind set)
4bak,docking,pdbbind,4bak does not contain any pose data
4bak,crystal,pdbbind,no ligand for 4bak (pdbbind set)
1ec1,docking,pdbbind,1ec1 does not contain any pose data
1ec1,crystal,pdbbind,no ligand for 1ec1 (pdbbind set)
1kzn,docking,pdbbind,1kzn does not contain any pose data
1kzn,crystal,pdbbind,no ligand for 1kzn (pdbbind set)
1r1h,docking,pdbbind,1r1h does not contain any pose data
1r1h,crystal,pdbbind,no ligand for 1r1h (pdbbind set)
3k37,docking,pdbbind,3k37 does not contain any pose data
3k37,crystal,pdbbind,no ligand for 3k37 (pdbbind set)
4e6d,docking,pdbbind,4e6d does not contain any pose data
4e6d,crystal,pdbbind,no ligand for 4e6d (pdbbind set)
4heg,docking,pdbbind,4heg does not contain any pose data
4heg,crystal,pdbbind,no ligand for 4heg (pdbbind set)
5hcy,docking,pdbbind,5hcy does not contain any pose data
5hcy,crystal,pdbbind,no ligand for 5hcy (pdbbind set)
5ljt,docking,pdbbind,5ljt does not contain any pose data
5ljt,crystal,pdbbind,no ligand for 5ljt (pdbbind set)
5n24,docking,pdbbind,5n24 does not contain any pose data
5n24,crystal,pdbbind,no ligand for 5n24 (pdbbind set)
5sz1,docking,pdbbind,5sz1 does not contain any pose data
5sz1,crystal,pdbbind,no ligand for 5sz1 (pdbbind set)
6oe0,docking,pdbbind,6oe0 does not contain any pose data
6oe0,crystal,pdbbind,no ligand for 6oe0 (pdbbind set)
4bam,docking,pdbbind,4bam does not contain any pose data
4bam,crystal,pdbbind,no ligand for 4bam (pdbbind set)
1j37,docking,pdbbind,1j37 does not contain any pose data
1j37,crystal,pdbbind,no ligand for 1j37 (pdbbind set)
1nfw,docking,pdbbind,1nfw does not contain any pose data
1nfw,crystal,pdbbind,no ligand for 1nfw (pdbbind set)
2p4j,docking,pdbbind,2p4j does not contain any pose data
2p4j,crystal,pdbbind,no ligand for 2p4j (pdbbind set)
3dcc,docking,pdbbind,3dcc does not contain any pose data
3dcc,crystal,pdbbind,no ligand for 3dcc (pdbbind set)
3i9g,docking,pdbbind,3i9g does not contain any pose data
3i9g,crystal,pdbbind,no ligand for 3i9g (pdbbind set)
3rz7,docking,pdbbind,3rz7 does not contain any pose data
3rz7,crystal,pdbbind,no ligand for 3rz7 (pdbbind set)
3v5p,docking,pdbbind,3v5p does not contain any pose data
3v5p,crystal,pdbbind,no ligand for 3v5p (pdbbind set)
4ag8,docking,pdbbind,4ag8 does not contain any pose data
4ag8,crystal,pdbbind,no ligand for 4ag8 (pdbbind set)
4k18,docking,pdbbind,4k18 does not contain any pose data
4k18,crystal,pdbbind,no ligand for 4k18 (pdbbind set)
4und,docking,pdbbind,4und does not contain any pose data
4und,crystal,pdbbind,no ligand for 4und (pdbbind set)
4xo8,docking,pdbbind,4xo8 does not contain any pose data
4xo8,crystal,pdbbind,no ligand for 4xo8 (pdbbind set)
5een,docking,pdbbind,5een does not contain any pose data
5een,crystal,pdbbind,no ligand for 5een (pdbbind set)
5wqc,docking,pdbbind,5wqc does not contain any pose data
5wqc,crystal,pdbbind,no ligand for 5wqc (pdbbind set)
5tbe,docking,pdbbind,5tbe does not contain any pose data
5tbe,crystal,pdbbind,no ligand for 5tbe (pdbbind set)
6cdo,docking,pdbbind,6cdo does not contain any pose data
6cdo,crystal,pdbbind,no ligand for 6cdo (pdbbind set)
6hzb,docking,pdbbind,6hzb does not contain any pose data
6hzb,crystal,pdbbind,no ligand for 6hzb (pdbbind set)
5vp9,docking,pdbbind,5vp9 does not contain any pose data
5vp9,crystal,pdbbind,no ligand for 5vp9 (pdbbind set)
1apv,docking,pdbbind,1apv does not contain any pose data
1apv,crystal,pdbbind,no ligand for 1apv (pdbbind set)
1e3g,docking,pdbbind,1e3g does not contain any pose data
1e3g,crystal,pdbbind,no ligand for 1e3g (pdbbind set)
1fm9,docking,pdbbind,1fm9 does not contain any pose data
1fm9,crystal,pdbbind,no ligand for 1fm9 (pdbbind set)
1k27,docking,pdbbind,1k27 does not contain any pose data
1k27,crystal,pdbbind,no ligand for 1k27 (pdbbind set)
1mq5,docking,pdbbind,1mq5 does not contain any pose data
1mq5,crystal,pdbbind,no ligand for 1mq5 (pdbbind set)
1mu8,docking,pdbbind,1mu8 does not contain any pose data
1mu8,crystal,pdbbind,no ligand for 1mu8 (pdbbind set)
1y0l,docking,pdbbind,1y0l does not contain any pose data
1y0l,crystal,pdbbind,no ligand for 1y0l (pdbbind set)
2j4i,docking,pdbbind,2j4i does not contain any pose data
2j4i,crystal,pdbbind,no ligand for 2j4i (pdbbind set)
2p4y,docking,pdbbind,2p4y does not contain any pose data
2p4y,crystal,pdbbind,no ligand for 2p4y (pdbbind set)
2wyj,docking,pdbbind,2wyj does not contain any pose data
2wyj,crystal,pdbbind,no ligand for 2wyj (pdbbind set)
3dd0,docking,pdbbind,3dd0 does not contain any pose data
3dd0,crystal,pdbbind,no ligand for 3dd0 (pdbbind set)
3jrx,docking,pdbbind,3jrx does not contain any pose data
3jrx,crystal,pdbbind,no ligand for 3jrx (pdbbind set)
3u6h,docking,pdbbind,3u6h does not contain any pose data
3u6h,crystal,pdbbind,no ligand for 3u6h (pdbbind set)
3u6i,docking,pdbbind,3u6i does not contain any pose data
3u6i,crystal,pdbbind,no ligand for 3u6i (pdbbind set)
3ui7,docking,pdbbind,3ui7 does not contain any pose data
3ui7,crystal,pdbbind,no ligand for 3ui7 (pdbbind set)
3uri,docking,pdbbind,3uri does not contain any pose data
3uri,crystal,pdbbind,no ligand for 3uri (pdbbind set)
4c2v,docking,pdbbind,4c2v does not contain any pose data
4c2v,crystal,pdbbind,no ligand for 4c2v (pdbbind set)
4h3f,docking,pdbbind,4h3f does not contain any pose data
4h3f,crystal,pdbbind,no ligand for 4h3f (pdbbind set)
4x5q,docking,pdbbind,4x5q does not contain any pose data
4x5q,crystal,pdbbind,no ligand for 4x5q (pdbbind set)
5ef7,docking,pdbbind,5ef7 does not contain any pose data
5ef7,crystal,pdbbind,no ligand for 5ef7 (pdbbind set)
5ljq,docking,pdbbind,5ljq does not contain any pose data
5ljq,crystal,pdbbind,no ligand for 5ljq (pdbbind set)
6mle,docking,pdbbind,6mle does not contain any pose data
6mle,crystal,pdbbind,no ligand for 6mle (pdbbind set)
2q54,docking,pdbbind,2q54 does not contain any pose data
2q54,crystal,pdbbind,no ligand for 2q54 (pdbbind set)
4baq,docking,pdbbind,4baq does not contain any pose data
4baq,crystal,pdbbind,no ligand for 4baq (pdbbind set)
5e2s,docking,pdbbind,5e2s does not contain any pose data
5e2s,crystal,pdbbind,no ligand for 5e2s (pdbbind set)
4jh0,docking,pdbbind,4jh0 does not contain any pose data
4jh0,crystal,pdbbind,no ligand for 4jh0 (pdbbind set)
4xtw,docking,pdbbind,4xtw does not contain any pose data
4xtw,crystal,pdbbind,no ligand for 4xtw (pdbbind set)
6dz0,docking,pdbbind,6dz0 does not contain any pose data
6dz0,crystal,pdbbind,no ligand for 6dz0 (pdbbind set)
1ec3,docking,pdbbind,1ec3 does not contain any pose data
1ec3,crystal,pdbbind,no ligand for 1ec3 (pdbbind set)
1g53,docking,pdbbind,1g53 does not contain any pose data
1g53,crystal,pdbbind,no ligand for 1g53 (pdbbind set)
1qkt,docking,pdbbind,1qkt does not contain any pose data
1qkt,crystal,pdbbind,no ligand for 1qkt (pdbbind set)
3m37,docking,pdbbind,3m37 does not contain any pose data
3m37,crystal,pdbbind,no ligand for 3m37 (pdbbind set)
3vfb,docking,pdbbind,3vfb does not contain any pose data
3vfb,crystal,pdbbind,no ligand for 3vfb (pdbbind set)
1ebw,docking,pdbbind,1ebw does not contain any pose data
1ebw,crystal,pdbbind,no ligand for 1ebw (pdbbind set)
1ezq,docking,pdbbind,1ezq does not contain any pose data
1ezq,crystal,pdbbind,no ligand for 1ezq (pdbbind set)
1kdk,docking,pdbbind,1kdk does not contain any pose data
1kdk,crystal,pdbbind,no ligand for 1kdk (pdbbind set)
3hb4,docking,pdbbind,3hb4 does not contain any pose data
3hb4,crystal,pdbbind,no ligand for 3hb4 (pdbbind set)
3nu9,docking,pdbbind,3nu9 does not contain any pose data
3nu9,crystal,pdbbind,no ligand for 3nu9 (pdbbind set)
4e4n,docking,pdbbind,4e4n does not contain any pose data
4e4n,crystal,pdbbind,no ligand for 4e4n (pdbbind set)
4i72,docking,pdbbind,4i72 does not contain any pose data
4i72,crystal,pdbbind,no ligand for 4i72 (pdbbind set)
4uja,docking,pdbbind,4uja does not contain any pose data
4uja,crystal,pdbbind,no ligand for 4uja (pdbbind set)
5m7s,docking,pdbbind,5m7s does not contain any pose data
5m7s,crystal,pdbbind,no ligand for 5m7s (pdbbind set)
1nw4,docking,pdbbind,1nw4 does not contain any pose data
1nw4,crystal,pdbbind,no ligand for 1nw4 (pdbbind set)
2qd8,docking,pdbbind,2qd8 does not contain any pose data
2qd8,crystal,pdbbind,no ligand for 2qd8 (pdbbind set)
3gba,docking,pdbbind,3gba does not contain any pose data
3gba,crystal,pdbbind,no ligand for 3gba (pdbbind set)
4cmo,docking,pdbbind,4cmo does not contain any pose data
4cmo,crystal,pdbbind,no ligand for 4cmo (pdbbind set)
4xk9,docking,pdbbind,4xk9 does not contain any pose data
4xk9,crystal,pdbbind,no ligand for 4xk9 (pdbbind set)
1bnw,docking,pdbbind,1bnw does not contain any pose data
1bnw,crystal,pdbbind,no ligand for 1bnw (pdbbind set)
2rkf,docking,pdbbind,2rkf does not contain any pose data
2rkf,crystal,pdbbind,no ligand for 2rkf (pdbbind set)
3a2o,docking,pdbbind,3a2o does not contain any pose data
3a2o,crystal,pdbbind,no ligand for 3a2o (pdbbind set)
3ffg,docking,pdbbind,3ffg does not contain any pose data
3ffg,crystal,pdbbind,no ligand for 3ffg (pdbbind set)
3sue,docking,pdbbind,3sue does not contain any pose data
3sue,crystal,pdbbind,no ligand for 3sue (pdbbind set)
3x00,docking,pdbbind,3x00 does not contain any pose data
3x00,crystal,pdbbind,no ligand for 3x00 (pdbbind set)
6ckw,docking,pdbbind,6ckw does not contain any pose data
6ckw,crystal,pdbbind,no ligand for 6ckw (pdbbind set)
1d3d,docking,pdbbind,1d3d does not contain any pose data
1d3d,crystal,pdbbind,no ligand for 1d3d (pdbbind set)
1msn,docking,pdbbind,1msn does not contain any pose data
1msn,crystal,pdbbind,no ligand for 1msn (pdbbind set)
2v58,docking,pdbbind,2v58 does not contain any pose data
2v58,crystal,pdbbind,no ligand for 2v58 (pdbbind set)
2w8y,docking,pdbbind,2w8y does not contain any pose data
2w8y,crystal,pdbbind,no ligand for 2w8y (pdbbind set)
4zls,docking,pdbbind,4zls does not contain any pose data
4zls,crystal,pdbbind,no ligand for 4zls (pdbbind set)
1h22,docking,pdbbind,1h22 does not contain any pose data
1h22,crystal,pdbbind,no ligand for 1h22 (pdbbind set)
2qd7,docking,pdbbind,2qd7 does not contain any pose data
2qd7,crystal,pdbbind,no ligand for 2qd7 (pdbbind set)
3gnw,docking,pdbbind,3gnw does not contain any pose data
3gnw,crystal,pdbbind,no ligand for 3gnw (pdbbind set)
3lea,docking,pdbbind,3lea does not contain any pose data
3lea,crystal,pdbbind,no ligand for 3lea (pdbbind set)
3lpk,docking,pdbbind,3lpk does not contain any pose data
3lpk,crystal,pdbbind,no ligand for 3lpk (pdbbind set)
3mdz,docking,pdbbind,3mdz does not contain any pose data
3mdz,crystal,pdbbind,no ligand for 3mdz (pdbbind set)
3o56,docking,pdbbind,3o56 does not contain any pose data
3o56,crystal,pdbbind,no ligand for 3o56 (pdbbind set)
3pwm,docking,pdbbind,3pwm does not contain any pose data
3pwm,crystal,pdbbind,no ligand for 3pwm (pdbbind set)
3vf7,docking,pdbbind,3vf7 does not contain any pose data
3vf7,crystal,pdbbind,no ligand for 3vf7 (pdbbind set)
4az6,docking,pdbbind,4az6 does not contain any pose data
4az6,crystal,pdbbind,no ligand for 4az6 (pdbbind set)
4hws,docking,pdbbind,4hws does not contain any pose data
4hws,crystal,pdbbind,no ligand for 4hws (pdbbind set)
5eek,docking,pdbbind,5eek does not contain any pose data
5eek,crystal,pdbbind,no ligand for 5eek (pdbbind set)
5sz0,docking,pdbbind,5sz0 does not contain any pose data
5sz0,crystal,pdbbind,no ligand for 5sz0 (pdbbind set)
6c2r,docking,pdbbind,6c2r does not contain any pose data
6c2r,crystal,pdbbind,no ligand for 6c2r (pdbbind set)
1d9i,docking,pdbbind,1d9i does not contain any pose data
1d9i,crystal,pdbbind,no ligand for 1d9i (pdbbind set)
4xu0,docking,pdbbind,4xu0 does not contain any pose data
4xu0,crystal,pdbbind,no ligand for 4xu0 (pdbbind set)
3ttp,docking,pdbbind,3ttp does not contain any pose data
3ttp,crystal,pdbbind,no ligand for 3ttp (pdbbind set)
5nkb,docking,pdbbind,5nkb does not contain any pose data
5nkb,crystal,pdbbind,no ligand for 5nkb (pdbbind set)
1ta6,docking,pdbbind,1ta6 does not contain any pose data
1ta6,crystal,pdbbind,no ligand for 1ta6 (pdbbind set)
2wb5,docking,pdbbind,2wb5 does not contain any pose data
2wb5,crystal,pdbbind,no ligand for 2wb5 (pdbbind set)
3su3,docking,pdbbind,3su3 does not contain any pose data
3su3,crystal,pdbbind,no ligand for 3su3 (pdbbind set)
5j20,docking,pdbbind,5j20 does not contain any pose data
5j20,crystal,pdbbind,no ligand for 5j20 (pdbbind set)
5l30,docking,pdbbind,5l30 does not contain any pose data
5l30,crystal,pdbbind,no ligand for 5l30 (pdbbind set)
2qmg,docking,pdbbind,2qmg does not contain any pose data
2qmg,crystal,pdbbind,no ligand for 2qmg (pdbbind set)
2xjx,docking,pdbbind,2xjx does not contain any pose data
2xjx,crystal,pdbbind,no ligand for 2xjx (pdbbind set)
3d91,docking,pdbbind,3d91 does not contain any pose data
3d91,crystal,pdbbind,no ligand for 3d91 (pdbbind set)
3ibu,docking,pdbbind,3ibu does not contain any pose data
3ibu,crystal,pdbbind,no ligand for 3ibu (pdbbind set)
4clj,docking,pdbbind,4clj does not contain any pose data
4clj,crystal,pdbbind,no ligand for 4clj (pdbbind set)
4p6w,docking,pdbbind,4p6w does not contain any pose data
4p6w,crystal,pdbbind,no ligand for 4p6w (pdbbind set)
5aml,docking,pdbbind,5aml does not contain any pose data
5aml,crystal,pdbbind,no ligand for 5aml (pdbbind set)
5kr0,docking,pdbbind,5kr0 does not contain any pose data
5kr0,crystal,pdbbind,no ligand for 5kr0 (pdbbind set)
6c7q,docking,pdbbind,6c7q does not contain any pose data
6c7q,crystal,pdbbind,no ligand for 6c7q (pdbbind set)
6odz,docking,pdbbind,6odz does not contain any pose data
6odz,crystal,pdbbind,no ligand for 6odz (pdbbind set)
8cpa,docking,pdbbind,8cpa does not contain any pose data
8cpa,crystal,pdbbind,no ligand for 8cpa (pdbbind set)
5wl0,docking,pdbbind,5wl0 does not contain any pose data
5wl0,crystal,pdbbind,no ligand for 5wl0 (pdbbind set)
1z71,docking,pdbbind,1z71 does not contain any pose data
1z71,crystal,pdbbind,no ligand for 1z71 (pdbbind set)
2fgu,docking,pdbbind,2fgu does not contain any pose data
2fgu,crystal,pdbbind,no ligand for 2fgu (pdbbind set)
2xb7,docking,pdbbind,2xb7 does not contain any pose data
2xb7,crystal,pdbbind,no ligand for 2xb7 (pdbbind set)
3ozg,docking,pdbbind,3ozg does not contain any pose data
3ozg,crystal,pdbbind,no ligand for 3ozg (pdbbind set)
3vfa,docking,pdbbind,3vfa does not contain any pose data
3vfa,crystal,pdbbind,no ligand for 3vfa (pdbbind set)
6ays,docking,pdbbind,6ays does not contain any pose data
6ays,crystal,pdbbind,no ligand for 6ays (pdbbind set)
5laq,docking,pdbbind,5laq does not contain any pose data
5laq,crystal,pdbbind,no ligand for 5laq (pdbbind set)
5upz,docking,pdbbind,5upz does not contain any pose data
5upz,crystal,pdbbind,no ligand for 5upz (pdbbind set)
6dyz,docking,pdbbind,6dyz does not contain any pose data
6dyz,crystal,pdbbind,no ligand for 6dyz (pdbbind set)
1mh5,docking,pdbbind,1mh5 does not contain any pose data
1mh5,crystal,pdbbind,no ligand for 1mh5 (pdbbind set)
1sqa,docking,pdbbind,1sqa does not contain any pose data
1sqa,crystal,pdbbind,no ligand for 1sqa (pdbbind set)
4xty,docking,pdbbind,4xty does not contain any pose data
4xty,crystal,pdbbind,no ligand for 4xty (pdbbind set)
1d4k,docking,pdbbind,1d4k does not contain any pose data
1d4k,crystal,pdbbind,no ligand for 1d4k (pdbbind set)
1fcz,docking,pdbbind,1fcz does not contain any pose data
1fcz,crystal,pdbbind,no ligand for 1fcz (pdbbind set)
1hpo,docking,pdbbind,1hpo does not contain any pose data
1hpo,crystal,pdbbind,no ligand for 1hpo (pdbbind set)
1hps,docking,pdbbind,1hps does not contain any pose data
1hps,crystal,pdbbind,no ligand for 1hps (pdbbind set)
1hpv,docking,pdbbind,1hpv does not contain any pose data
1hpv,crystal,pdbbind,no ligand for 1hpv (pdbbind set)
1uho,docking,pdbbind,1uho does not contain any pose data
1uho,crystal,pdbbind,no ligand for 1uho (pdbbind set)
1x39,docking,pdbbind,1x39 does not contain any pose data
1x39,crystal,pdbbind,no ligand for 1x39 (pdbbind set)
1zvx,docking,pdbbind,1zvx does not contain any pose data
1zvx,crystal,pdbbind,no ligand for 1zvx (pdbbind set)
2cer,docking,pdbbind,2cer does not contain any pose data
2cer,crystal,pdbbind,no ligand for 2cer (pdbbind set)
2o4l,docking,pdbbind,2o4l does not contain any pose data
2o4l,crystal,pdbbind,no ligand for 2o4l (pdbbind set)
3rwp,docking,pdbbind,3rwp does not contain any pose data
3rwp,crystal,pdbbind,no ligand for 3rwp (pdbbind set)
4jia,docking,pdbbind,4jia does not contain any pose data
4jia,crystal,pdbbind,no ligand for 4jia (pdbbind set)
4s1g,docking,pdbbind,4s1g does not contain any pose data
4s1g,crystal,pdbbind,no ligand for 4s1g (pdbbind set)
5eei,docking,pdbbind,5eei does not contain any pose data
5eei,crystal,pdbbind,no ligand for 5eei (pdbbind set)
5i3w,docking,pdbbind,5i3w does not contain any pose data
5i3w,crystal,pdbbind,no ligand for 5i3w (pdbbind set)
6h33,docking,pdbbind,6h33 does not contain any pose data
6h33,crystal,pdbbind,no ligand for 6h33 (pdbbind set)
6n7b,docking,pdbbind,6n7b does not contain any pose data
6n7b,crystal,pdbbind,no ligand for 6n7b (pdbbind set)
4xu2,docking,pdbbind,4xu2 does not contain any pose data
4xu2,crystal,pdbbind,no ligand for 4xu2 (pdbbind set)
4dv8,docking,pdbbind,4dv8 does not contain any pose data
4dv8,crystal,pdbbind,no ligand for 4dv8 (pdbbind set)
5llp,docking,pdbbind,5llp does not contain any pose data
5llp,crystal,pdbbind,no ligand for 5llp (pdbbind set)
3zlr,docking,pdbbind,3zlr does not contain any pose data
3zlr,crystal,pdbbind,no ligand for 3zlr (pdbbind set)
1sdt,docking,pdbbind,1sdt does not contain any pose data
1sdt,crystal,pdbbind,no ligand for 1sdt (pdbbind set)
2xab,docking,pdbbind,2xab does not contain any pose data
2xab,crystal,pdbbind,no ligand for 2xab (pdbbind set)
3b65,docking,pdbbind,3b65 does not contain any pose data
3b65,crystal,pdbbind,no ligand for 3b65 (pdbbind set)
3nzk,docking,pdbbind,3nzk does not contain any pose data
3nzk,crystal,pdbbind,no ligand for 3nzk (pdbbind set)
4xtv,docking,pdbbind,4xtv does not contain any pose data
4xtv,crystal,pdbbind,no ligand for 4xtv (pdbbind set)
1xow,docking,pdbbind,1xow does not contain any pose data
1xow,crystal,pdbbind,no ligand for 1xow (pdbbind set)
3kdc,docking,pdbbind,3kdc does not contain any pose data
3kdc,crystal,pdbbind,no ligand for 3kdc (pdbbind set)
3p8n,docking,pdbbind,3p8n does not contain any pose data
3p8n,crystal,pdbbind,no ligand for 3p8n (pdbbind set)
3rux,docking,pdbbind,3rux does not contain any pose data
3rux,crystal,pdbbind,no ligand for 3rux (pdbbind set)
3vhd,docking,pdbbind,3vhd does not contain any pose data
3vhd,crystal,pdbbind,no ligand for 3vhd (pdbbind set)
4asd,docking,pdbbind,4asd does not contain any pose data
4asd,crystal,pdbbind,no ligand for 4asd (pdbbind set)
2ayr,docking,pdbbind,2ayr does not contain any pose data
2ayr,crystal,pdbbind,no ligand for 2ayr (pdbbind set)
5kqy,docking,pdbbind,5kqy does not contain any pose data
5kqy,crystal,pdbbind,no ligand for 5kqy (pdbbind set)
2yxj,docking,pdbbind,2yxj does not contain any pose data
2yxj,crystal,pdbbind,no ligand for 2yxj (pdbbind set)
3fv1,docking,pdbbind,3fv1 does not contain any pose data
3fv1,crystal,pdbbind,no ligand for 3fv1 (pdbbind set)
3nu6,docking,pdbbind,3nu6 does not contain any pose data
3nu6,crystal,pdbbind,no ligand for 3nu6 (pdbbind set)
4crf,docking,pdbbind,4crf does not contain any pose data
4crf,crystal,pdbbind,no ligand for 4crf (pdbbind set)
4er2,docking,pdbbind,4er2 does not contain any pose data
4er2,crystal,pdbbind,no ligand for 4er2 (pdbbind set)
4qge,docking,pdbbind,4qge does not contain any pose data
4qge,crystal,pdbbind,no ligand for 4qge (pdbbind set)
5anv,docking,pdbbind,5anv does not contain any pose data
5anv,crystal,pdbbind,no ligand for 5anv (pdbbind set)
6h2z,docking,pdbbind,6h2z does not contain any pose data
6h2z,crystal,pdbbind,no ligand for 6h2z (pdbbind set)
6h34,docking,pdbbind,6h34 does not contain any pose data
6h34,crystal,pdbbind,no ligand for 6h34 (pdbbind set)
6hza,docking,pdbbind,6hza does not contain any pose data
6hza,crystal,pdbbind,no ligand for 6hza (pdbbind set)
6orr,docking,pdbbind,6orr does not contain any pose data
6orr,crystal,pdbbind,no ligand for 6orr (pdbbind set)
6udu,docking,pdbbind,6udu does not contain any pose data
6udu,crystal,pdbbind,no ligand for 6udu (pdbbind set)
1bn4,docking,pdbbind,1bn4 does not contain any pose data
1bn4,crystal,pdbbind,no ligand for 1bn4 (pdbbind set)
3rdq,docking,pdbbind,3rdq does not contain any pose data
3rdq,crystal,pdbbind,no ligand for 3rdq (pdbbind set)
2aqu,docking,pdbbind,2aqu does not contain any pose data
2aqu,crystal,pdbbind,no ligand for 2aqu (pdbbind set)
3wha,docking,pdbbind,3wha does not contain any pose data
3wha,crystal,pdbbind,no ligand for 3wha (pdbbind set)
5jfp,docking,pdbbind,5jfp does not contain any pose data
5jfp,crystal,pdbbind,no ligand for 5jfp (pdbbind set)
1bn1,docking,pdbbind,1bn1 does not contain any pose data
1bn1,crystal,pdbbind,no ligand for 1bn1 (pdbbind set)
3vf5,docking,pdbbind,3vf5 does not contain any pose data
3vf5,crystal,pdbbind,no ligand for 3vf5 (pdbbind set)
6o0m,docking,pdbbind,6o0m does not contain any pose data
6o0m,crystal,pdbbind,no ligand for 6o0m (pdbbind set)
2e27,docking,pdbbind,2e27 does not contain any pose data
2e27,crystal,pdbbind,no ligand for 2e27 (pdbbind set)
6h36,docking,pdbbind,6h36 does not contain any pose data
6h36,crystal,pdbbind,no ligand for 6h36 (pdbbind set)
